的	白勹丶
外	夕卜
二	二
頭	一口䒑頁
應	广亻隹心
生	生
心	心
因	圍大
子	子
強	弓厶虫
類	米大丶頁
作	亻𠂉卜
送	之䒑大
書	彐二日
每	𠂉母
法	氵土厶
乖	千丬匕
拍	扌白
市	亠巾
撒	扌廿月攵
至	至
接	扌立女
美	羊大
表	丰𧘇
未	二小
辦	辛力辛
非	非
級	絲㇆人
即	艮卩
哎	口艹乂
此	止匕
差	羊工
版	片斤又
併	亻䒑艹
副	一口田刂
系	丿絲
收	凵攵
男	田力
俺	亻大日乚
字	宀子
兩	一巾人人
股	月殳
轉	車車寸
便	亻一日乂
考	者了
塊	土鬼
線	絲白水
手	手
黃	廿一由八
道	之䒑自
米	米
座	广人人土
豬	豕者
聊	耳氏卩
取	耳又
低	亻氏丶
難	廿口夫隹
哇	口土土
兒	臼儿
受	爪冖又
包	勹巳
阿	阝丁口
喝	口日勹人乚
白	白
金	金
四	四
近	之斤
管	⺮宀㠯
定	宀一止
傳	亻車寸
門	門
樣	木羊丶水
夠	夕夕勹口
交	亠八乂
李	木子
笑	⺮丿大
自	自
邊	之自穴方
型	一艹刂土
黑	四二灬
慢	忄日四又
刷	尸巾刂
穿	穴牙
越	走戈乚
位	亻立
貴	中一貝
部	立口阝
稱	禾爪冂土
處	虎夂几
選	之巳巳廿八
站	立卜口
牛	牛
怪	忄又土
省	小丿目
倒	亻至刂
談	言火火
曾	丷四日
經	絲一巛工
數	數女攵
據	扌虎豕
變	言絲絲攵
累	田絲
汗	氵一十
查	木日一
象	⺈口豕
半	半
陳	阝木日
紅	絲工
格	木夂口
五	工㇕
幹	十日十人一十
樓	木數女
方	方
讀	言士四貝
頂	丁頁
某	甘木
條	亻丨夂木
亂	爪又冂厶又乚
唔	口工㇕口
馬	馬
遠	之土口𧘇
單	口口日十
海	氵𠂉母
相	木目
熱	土八土丸灬
光	小尤
咋	口𠂉卜
風	風
且	且
林	木木
滿	氵廿巾人人
額	宀夂口頁
化	亻匕
班	王刂王
滴	氵亠丷冂十口
掛	扌土土卜
關	門幺幺凵二
漲	氵弓長
店	广卜口
安	宀女
坐	人人土
約	絲勹丶
飛	乙冫丿川乙冫
劉	氏丶刀金刂
度	广廿又
種	禾千日二
俄	亻手戈
歌	丁口丁口欠
報	土半卩又
信	亻言
若	艹大口
原	厂白小
文	文
飯	食斤又
晚	日⺈口儿
量	日一甲二
村	木寸
式	弋工
空	穴工
山	山
賺	貝䒑彐刂八
毛	毛
重	千日二
主	丶王
另	口力
間	門日
裡	衤甲二
貼	貝卜口
入	人
伐	亻戈
血	丿皿
盤	舟殳皿
爽	大乂乂乂乂
隊	阝丷豕
楊	木日一勹彡
臺	士口冖至
往	行丶王
片	片
國	圍戈口一
狗	犭勹口
歲	止戊一小
費	弓川貝
壞	土亠四水𧘇
龍	龍
離	亠乂凵冂厶隹
共	廿八
西	西
佔	亻卜口
周	周土口
超	走刀口
明	日月
媽	女馬
均	土勹冫
期	其月
達	之土羊
照	日刀口灬
切	七刀
留	氏丶刀田
動	千日二力
特	牛土寸
氣	气米
係	亻丿絲
神	礻申
鳥	鳥
畫	彐二田一
夢	艹四冖夕
教	者子攵
哥	丁口丁口
甘	甘
蠻	言絲絲虫
魚	魚
值	亻十且
鎮	金十且八
么	丿厶
罵	四馬
陪	阝立口
既	艮七儿
哭	口口大丶
力	力
建	廴彐二
洗	氵牛儿
懂	忄艹千日二
雙	隹隹又
口	口
指	扌匕日
東	木日
球	王寸氵丶
仍	亻㇆丿
活	氵舌
跌	足牛人
練	絲木四
億	亻立日心
清	氵丰月
提	扌日一止
除	阝人禾
通	之又用
酒	氵酉
貓	豸艹田
餓	食手戈
票	西示
六	亠八
病	疒
假	亻㇕卜㇕又
久	⺈丶
段	亻三殳
平	一丷十
抓	扌爪
套	大長
課	言日木
急	⺈彐心
藥	艹白幺幺木
城	土戊㇆
任	亻丿士
草	艹日十
羅	四絲隹
理	王甲二
令	人之
雨	雨
貨	亻匕貝
唱	口日日
左	大工
藍	艹臣⺮皿
縣	且小丿絲
常	小冖口巾
色	⺈巴
搶	扌人户口
菜	艹爪木
喲	口絲勹丶
集	隹木
感	戊一口心
房	户方
較	車亠八乂
混	氵日匕匕
敢	㇕耳攵
火	火
臉	月人一口口人人
操	扌口口口木
南	十冂半
退	之艮
件	亻牛
吳	口乚大
破	石皮
聲	士尸殳耳
德	行十四一心
雪	雨彐
局	尸㇆口
雲	雨二厶
噢	口自米大
整	木口攵一止
傻	亻鬼乂八夂
華	艹一艹工
克	十口儿
呃	口厂巳
喊	口戊一口
現	王見
跳	足氵儿
養	羊丶艮
補	衤甫
團	圍車寸
沈	氵冖儿
反	斤又
樂	白幺幺木
篇	⺮户冂艹
待	行土寸
砸	石匚巾
深	氵冖八木
煩	火頁
根	木艮
求	寸氵丶
投	扌殳
電	雨日乚
親	立木見
惡	一业心
葉	艹廿乚木
款	士示欠
知	矢口
八	八
配	酉己
器	口口大丶口口
何	亻丁口
率	亠幺氵十
調	言周土口
鬼	鬼
修	亻丨夂彡
試	言弋工
謝	言身寸
僅	亻廿口丰
層	尸丷四日
面	石圍卜丨
週	之周土口
北	丬匕
木	木
份	亻八刀
記	言己
趙	走小月
情	忄丰月
肉	冂人人
需	雨而
七	七
論	言人一冂艹
流	氵亠厶川
招	扌刀口
痛	疒又用
列	一夕刂
石	石
香	禾日
封	土土寸
眼	目艮
易	日勹彡
冷	冫人之
借	亻廿日
派	氵斤氏
帥	丿㠯巾
付	亻寸
十	十
廠	广小冂口攵
陽	阝日一勹彡
樹	木士口䒑寸
油	氵由
胡	十口月
排	扌非
停	亻亠口冖丁
合	人一口
軍	冖車
身	身
奧	自丿釆大
章	立日十
科	禾冫十
倆	亻一巾人人
星	日生
牌	片鬼十
權	木艹口口隹
翻	釆田习习
隨	阝之大工月
場	土日一勹彡
帖	巾卜口
商	亠丷冂八口
庫	广車
價	亻西貝
物	牛勹彡
泡	氵勹巳
寶	宀王牛山貝
玉	王丶
體	骨日刂一口䒑
追	之丿㠯
傷	亻𠂉日一勹彡
背	丬匕月
腳	月八人口卩
丟	王厶
劍	人一口口人人刂
解	⺈用刀牛
室	宀至
底	广氏丶
業	业丷三小
代	亻弋
孫	子丿絲
朱	牛小
亦	亠川八
須	彡頁
舊	艹隹臼
乾	十日十𠂉乙
工	工
咱	口自
詞	言㇆一口
刀	刀
喔	口尸至
波	氵皮
證	言癶一口䒑
鐵	金土口王戈
推	扌隹
落	艹氵夂口
節	⺮艮卩
春	春
輕	車一巛工
笨	⺮木一
九	九
輸	車人一月刂
江	氵工
短	矢一口䒑
含	人丶㇕口
千	千
炒	火小丿
藉	艹三小廿日
丫	丷丨
徐	行人禾
騙	馬户冂艹
秒	禾小丿
青	丰月
耍	而女
夜	亠亻夂丶
許	言𠂉十
吹	口欠
師	丿㠯一巾
板	木斤又
土	土
贏	亡口月貝凡
姐	女且
直	十且
公	八厶
苦	艹十口
秀	禾㇆丿
博	十甫寸
皮	皮
朝	十日十月
君	尹口
詩	言土寸
爛	火門木四
靜	丰月爪彐
利	禾刂
素	丰絲
立	立
存	大丨子
燒	火土土土尤
斷	幺幺一幺幺乚斤
吾	工㇕口
虧	虎隹一了
湯	氵日一勹彡
民	巳七
極	木了口又一
命	人一口卩
忘	亡心
茶	艹人木
冰	冫水
供	亻廿八
案	宀女木
田	田
初	衤刀
品	口口口
抽	扌由
造	之牛口
抱	扌勹巳
野	甲二又㇕丨
綠	絲彑水
項	工頁
獎	爿夕寸大丶
胖	月半
緊	臣又絲
故	十口攵
服	月卩又
盡	彐一灬皿
百	一白
兵	丘八
英	艹冂大
蘇	艹魚禾
般	舟殳
演	氵宀一由八
嘴	口止匕⺈用
簽	⺮人口口人人
填	土十且八
果	日木
保	亻口木
唐	广彐口
雞	爪幺大隹
夏	一自夂
莫	艹日大
硬	石一日乂
寒	宀甘八冫
挖	扌穴乙
凡	凡
髮	長彡大又丶
言	言
題	日一止頁
防	阝方
街	行土土
距	足匚㇕
挑	扌氵儿
純	絲七凵
鬧	刂王王亠巾
欲	八人口欠
竟	立日儿
源	氵厂白小
官	宀㠯
戲	虎一口䒑戈
寄	宀大丁口
古	十口
首	䒑自
思	田心
橋	木丿大口冂口
燈	火癶一口䒑
郭	亠口子阝
亮	亠口冖几
干	一十
屬	尸水四勹虫
窮	穴身弓
粉	米八刀
爆	火日廿八水
韓	十日十韋口㐄
刪	冂艹刂
戴	土田廿八戈
然	夕大丶灬
衝	行千日二
疼	疒夂冫
雷	雨田
蓋	艹土厶皿
港	氵廿八巳
租	禾且
狼	犭丶艮
蘭	艹門木四
狂	犭王
布	大巾
引	弓丨
壓	厂日月大丶土
亞	一业
捏	扌日土
齊	亠丷丨刀氏川
隻	隹又
賽	宀甘八貝
員	口貝
佛	亻弓川
食	食
船	舟几口
今	人丶㇕
恨	忄艮
宋	宀木
銀	金艮
猛	犭子皿
客	宀夂口
黨	小冖口四二灬
雖	口虫隹
碼	石馬
友	大又
領	人之頁
句	勹口
斯	其斤
沙	氵小丿
戰	口口日十戈
哼	口亠口了
望	亡月王
腿	月之艮
沖	氵中
丁	丁
園	圍土口𧘇
祝	礻口儿
鄉	乡丶艮阝
鄭	丷酉大阝
界	田八川
抗	扌亠几
步	止小
河	氵丁口
缺	牛山㇕大
賊	貝戈大
尚	小冂口
似	亻厶人
羊	羊
福	礻一口田
必	心丿
遭	之艹日日
煙	火西土
否	不口
端	立山而
設	言殳
猜	犭丰月
伊	亻尹
秦	春禾
秋	禾火
毒	丰母
架	力口木
熊	厶月匕匕灬
持	扌土寸
廣	广廿由八
插	扌千臼
歸	丿㠯止彐冖巾
折	扌斤
滾	氵亠八口𧘇
靈	雨口口口工人人
意	立日心
呆	口木
基	其土
困	圍木
圈	圍半巳
迷	之米
趕	走日一十
踢	足日勹彡
勝	月半力
史	口乂
甲	甲
呵	口丁口
搬	扌舟殳
獲	犭艹隹又
紙	絲氏
乃	㇆丿
覺	臼乂乂見
右	大口
塔	土艹人一口
準	氵隹十
拖	扌𠂉也
摸	扌艹日大
院	阝宀二儿
慘	忄厶厶厶人彡
訂	言丁
散	廿月攵
松	木人厶
爸	八乂巴
喜	士口䒑口
洋	氵羊
語	言工㇕口
呈	口王
治	氵厶口
降	阝夂㐄
漢	氵廿口夫
富	宀一口田
姓	女生
料	米冫十
嘎	口一自戈
結	絲士口
閃	門人
咬	口亠八乂
梅	木𠂉母
批	扌匕匕
戶	斤㇕
足	足
寧	宀心皿丁
爬	爪巴
醒	酉日生
狠	犭艮
逛	之犭王
精	米丰月
瘦	疒臼丨又
瘋	疒風
踩	足釆
槍	木人户口
軟	車欠
偷	亻人一月刂
支	十又
杜	木土
麗	一冂丶一冂丶鹿
鞋	革土土
展	尸艹展
興	臼冂一口八
依	亻亠𧘇
倍	亻立口
康	广彐氵
堂	小冖口土
救	寸氵丶攵
觀	艹口口隹見
鍵	金廴彐二
製	牛巾刂亠𧘇
餘	食人禾
筆	⺮彐二
音	立日
世	廿乚
著	艹者
仲	亻中
舞	𠂉廿夕㐄
守	宀寸
露	雨足夂口
冒	日目
榮	火火冖木
弱	弓冫弓冫
影	日亠口小彡
州	⺍川
替	夫夫日
逼	之一口田
陸	阝土八土
曲	日刂
願	厂白小頁
牙	牙
箱	⺮木目
嚇	口土川八土川八
測	氵貝刂
莊	艹爿士
寬	宀艹見丶
遍	之户冂艹
細	絲田
狀	爿大丶
巴	巴
閒	門月
武	一弋止
湖	氵十口月
聯	耳幺幺凵二
程	禾口王
柳	木氏丿卩
偏	亻户冂艹
實	宀母貝
印	氏一卩
味	口二小
鎖	金小貝
零	雨人之
環	王四一口𧘇
角	⺈用
紫	止匕絲
勒	革力
島	鳥山
耶	耳阝
熟	亠口子丸灬
孔	子乚
寸	寸
標	木西示
歐	匚口口口欠
厚	厂日子
答	⺮人一口
社	礻土
懶	忄木口⺈貝
顧	户隹頁
順	川頁
滅	氵戊一火
運	之冖車
輪	車人一冂艹
兼	䒑彐刂八
溫	氵圍人皿
娘	女丶艮
登	癶一口䒑
悶	門心
微	行山一几攵
佳	亻土土
瞭	目人丷日小
雅	牙隹
魔	广木木鬼
司	㇆一口
拋	扌尤力
志	士心
奇	大丁口
編	絲户冂艹
瓦	瓦
居	尸十口
憑	冫馬心
盛	戊㇆皿
奶	女㇆丿
虎	虎
后	斤一口
洞	氵冂一口
台	厶口
形	一艹彡
負	⺈貝
川	川
檔	木小冖口田
圓	圍口貝
牆	爿土人人圍口
充	亠厶儿
害	宀丰口
喂	口田展
免	⺈口儿
景	日亠口小
擬	扌匕矢又㇕止
穩	禾爪工彐心
曹	艹日日
曉	日土土土尤
煮	者灬
良	丶艮
蛋	㇕止虫
吐	口土
肥	月巴
仙	亻山
宮	宀口鬼
碰	石䒑业
酸	酉厶八夂
侯	亻㇕矢
塞	宀甘八土
嘍	口數女
脫	月八口儿
勁	一巛工力
欠	欠
創	人户口刂
擦	扌宀夗示
爾	一八巾乂乂乂乂
藏	艹戈爿臣
皆	匕匕白
屁	尸匕匕
永	丶水
夫	夫
掙	扌爪彐
琴	王王人丶㇕
錄	金彑水
餵	食田展
稅	禾八口儿
宏	宀大厶
例	亻一夕刂
專	車寸
砍	石欠
視	礻見
繼	絲幺幺一幺幺乚
兄	口儿
產	文厂生
善	羊䒑口
增	土丷四日
施	方𠂉也
淚	氵户大丶
暗	日立日
忍	刀丶心
肯	止月
母	母
聖	耳口王
橫	木廿一由八
遊	之方𠂉子
艾	艹乂
致	至攵
宗	宀示
偉	亻韋口㐄
麻	广木木
怒	女又心
扔	扌㇆丿
爭	爪彐
游	氵方𠂉子
鄧	癶一口䒑阝
腰	月西女
嫩	女木口攵
肖	小月
淨	氵爪彐
罪	四非
仔	亻子
彈	弓口口日十
丑	㇕十
減	氵戊一口
敏	𠂉母攵
義	羊手戈
棒	木春工
臭	自大丶
響	乡丶艮阝立日
聞	門耳
拆	扌斤丶
蔡	艹夗示
計	言十
絲	絲絲
校	木亠八乂
氏	氏
糖	米广彐口
吉	士口
押	扌甲
馮	冫馬
吵	口小丿
谷	八人口
麥	木人人夕
衣	亠𧘇
宇	宀一寸
雜	亠人人木隹
末	一木
潘	氵釆田
告	牛口
旁	亠丷冖方
耐	而寸
董	艹千日二
榜	木亠丷冖方
醉	酉亠人人十
鍾	金千日二
妹	女二小
鋼	金冂䒑山
蔣	艹爿寸
幣	水冂攵巾
宜	宀且
尼	尸匕
灰	大火
評	言一丷十
維	絲隹
絕	絲刀巴
屋	尸至
幾	幺幺戈人
楚	木木㇕止
屆	尸土凵
館	食宀㠯
丹	周亠
乘	丿木丬匕
認	言刀丶心
刻	亠乡人刂
俊	亻厶八夂
芳	艹方
抄	扌小丿
夾	大人人
酷	酉牛口
京	亠口小
嚴	口口厂㇕耳攵
返	之斤又
礦	石广廿由八
廳	广耳王十四一心
魯	魚日
瑞	王山而
仁	亻二
飄	西示風
註	言丶王
添	氵一大忄
催	亻山隹
具	且八
威	戊一女
劇	虎豕刂
核	木亠乡人
農	日刂辰
瓶	䒑艹瓦
銅	金冂一口
犯	犭巳
族	方𠂉矢
季	禾子
尋	彐工口寸
顯	日幺幺灬頁
骨	骨
嘿	口四二灬
鏈	金之車
擺	扌四厶月匕匕
擠	扌亠丷丨刀氏川
黎	禾勹丿人水
騎	馬大丁口
密	宀心丿山
士	士
術	行木丶
炸	火𠂉卜
祇	礻氏
洪	氵廿八
訊	言乙十
腦	月巛鬼乂
禮	礻日刂一口䒑
容	穴人口
輝	小尤冖車
射	身寸
智	矢口日
索	十冖絲
聚	耳又乑
拼	扌䒑艹
燕	廿口丬匕灬
撞	扌立甲二
膜	月艹日大
普	䒑业日
竹	⺮
魏	禾女鬼
澤	氵四土半
側	亻貝刂
諾	言艹大口
呂	口鬼
范	艹氵巳
搭	扌艹人一口
鳳	几一鳥
袁	土口𧘇
扯	扌止
鑽	金牛儿牛儿貝
彭	士口䒑彡
陰	阝人丶㇕二厶
唸	口人丶㇕心
薄	艹氵甫寸
涼	氵亠口小
曰	日
胃	田月
鹽	臣𠂉卜圍乂皿
賴	木口⺈貝
獨	犭四勹虫
窩	穴咼
堆	土隹
赴	走卜
載	土車戈
躲	身几木
孟	子皿
抵	扌氏丶
甜	舌甘
舉	臼一乚丨八工
彩	爪木彡
甚	其乚
厄	厂巳
粗	米且
傑	亻夕㐄木
噸	口七凵頁
慶	鹿㇕心夂
緣	絲彑豕
駐	馬丶王
申	申
衛	行韋口㐄
訓	言川
念	人丶㇕心
蕭	艹彐片爿
惹	艹大口心
帳	巾長
勸	艹口口隹力
讚	言牛儿牛儿貝
盒	人一口皿
逃	之氵儿
嘉	士口䒑力口
納	絲冂人
升	丿艹
倉	人户口
姚	女氵儿
休	亻木
症	疒一止
斤	斤
功	工力
喇	口木口刂
釦	金口
浪	氵丶艮
扣	扌口
泰	春水
忠	中心
梁	氵刀八木
吸	口㇆人
貝	貝
跨	足大一了
盧	虎田皿
森	木木木
瞎	目宀丰口
卷	半巳
于	一寸
井	二川
針	金十
蛇	虫宀匕
寺	土寸
購	貝甘冂土
導	之䒑自寸
飲	食欠
噴	口十十十貝
虛	虎业
屏	尸䒑艹
優	亻一白冖心夂
灌	氵艹口口隹
埋	土甲二
略	田夂口
掃	扌彐冖巾
吶	口冂人
目	目
蒙	艹冖一豕
託	言丿七
托	扌丿七
巧	工了
淡	氵火火
賤	貝戈戈
拜	手一丰
冬	夂冫
娜	女刀二阝
懷	忄亠四水𧘇
池	氵也
敲	亠口冂口卜又
凱	山一口䒑几
鐘	金立甲二
愁	禾火心
鋪	金甫
薩	艹阝立丿生
揚	扌日一勹彡
勇	又用力
財	貝寸丿
鍊	金木四
終	絲夂冫
質	斤斤貝
泥	氵尸匕
昏	氏日
遇	之日冂厶
喬	丿大口冂口
欄	木門木四
鍋	金咼
巨	匚㇕
儀	亻羊手戈
遲	之尸水牛
怎	𠂉卜心
磨	广木木石
呼	口丿丷寸
賭	貝者
液	氵亠亻夂
泉	白水
嫁	女宀豕
捲	扌半巳
汪	氵王
稍	禾小月
薛	艹丿㠯辛
賈	西貝
豆	一口䒑
頓	七凵頁
旺	日王
儂	亻日刂辰
攻	工攵
祥	礻羊
委	禾女
佐	亻大工
臨	臣𠂉口口口
隔	阝一口冂丷丁
繞	絲土土土尤
輛	車一巾人人
崔	山隹
溝	氵甘冂土
碗	石宀夗
賠	貝立口
吻	口勹彡
健	亻廴彐二
速	之木口
失	牛人
雄	大厶隹
胸	月勹乂凵
框	木匚王
鬥	刂王王
暴	日廿八水
湊	氵春一大
陣	阝車
識	言立日戈
娃	女土土
唯	口隹
漏	氵尸雨
拔	扌大又丶
洛	氵夂口
探	扌冖八木
碟	石廿乚木
郎	丶艮阝
珠	王牛小
劑	亠丷丨扌刀氏川刂
尿	尸水
透	之禾㇆丿
惠	車心
譚	言西日十
營	火火冖口鬼
府	广亻寸
菲	艹非
叼	口㇆一
父	八乂
耳	耳
殘	一夕戈戈
窗	穴鬼夂
搜	扌臼丨又
希	乂大巾
患	口中心
尾	尸毛
播	扌釆田
岩	山石
逗	之一口䒑
廢	广癶弓殳
賢	臣又貝
限	阝艮
帝	亠丷冖巾
昌	日日
模	木艹日大
磚	石車寸
扁	户冂艹
舒	人舌又㇕丨
嫌	女䒑彐刂八
陶	阝勹牛山
苗	艹田
剪	䒑月刂刀
羽	习习
哩	口甲二
稿	禾亠口冂口
棟	木木日
邦	丰阝
撿	扌人一口口人人
玲	王人之
驚	艹勹口攵馬
坑	土亠几
備	亻廿丿用
撥	扌癶弓殳
袋	亻弋亠𧘇
趁	走人彡
妖	女丿大
甩	月乚
錦	金白巾
溼	氵一幺幺土
琳	王木木
乙	乙
伴	亻半
淺	氵戈戈
尊	丷酉寸
顏	文厂彡頁
匯	匚氵隹
熬	丰力攵灬
吊	口巾
霜	雨木目
沿	氵几口
伯	亻白
盜	氵欠皿
浩	氵牛口
剩	禾丬匕刂
域	土戈口一
祖	礻且
肺	月一巾
附	阝亻寸
制	牛巾刂
玄	亠幺
置	四十且
豪	亠口冖豕
恆	忄二夕
助	且力
濤	氵士㇕工一日寸
幽	幺幺山
欣	斤欠
豐	丰丰山一口䒑
辣	辛木口
煤	火甘木
戀	言絲絲心
圍	圍韋口㐄
瓜	瓜
諸	言者
俾	亻鬼十
慧	丰丰彐心
墨	四二灬土
鮮	魚羊
鏡	金立日儿
娶	耳又女
蝦	虫㇕卜㇕又
犬	大丶
鵬	月月鳥
誠	言戊㇆
賀	力口貝
險	阝人一口口人人
飾	食𠂉巾
撐	扌小冖口牙
炎	火火
震	雨辰
鋒	金夂丰
遂	之丷豕
軒	車一十
控	扌穴工
殼	士冖一几殳
擋	扌小冖口田
覆	西行𠂉日夂
趟	走小冂口
禁	木木示
烤	火者了
盃	不皿
童	立甲二
蟲	虫虫虫
徵	行山一王攵
杯	木不
暨	艮七儿日一
晴	日丰月
魂	二厶鬼
益	䒑八皿
庭	广廴丿士
肝	月一十
濃	氵日刂辰
坊	土方
晨	日辰
紀	絲己
振	扌辰
塵	鹿土
割	宀丰口刂
敗	貝攵
消	氵小月
兆	氵儿
楓	木風
隆	阝夂一生
撤	扌亠厶月攵
粥	弓米弓
馨	士尸殳禾日
誤	言口一大
滑	氵骨
曼	日四又
暖	日爪一大又
滬	氵户口巴
己	己
止	止
柱	木丶王
塗	氵人禾土
妻	一彐女
灣	氵言絲絲弓
盾	斤十目
奔	大十艹
潤	氵門王
政	一止攵
爹	八乂夕夕
尹	尹
廖	广习习人彡
刺	木冂刂
冠	冖二儿寸
躺	身小冂口
舍	人舌
蓮	艹之車
售	隹口
獸	口口田一口大丶
婚	女氏日
攝	扌耳耳耳
醫	匚矢殳酉
閣	門夂口
妞	女㇕十
邱	丘阝
兔	⺈口儿丶
敬	艹勹口攵
潮	氵十日十月
昂	日氏卩
飽	食勹巳
咳	口亠乡人
邪	牙阝
促	亻足
鼠	臼巛
葛	艹日勹人乚
串	口中
桑	又又又木
續	絲士四貝
苑	艹夗
迎	之氏卩
弓	弓
碎	石亠人人十
余	人禾
承	㇕水三
迪	之由
膠	月习习人彡
烏	烏
牠	牛也
臣	臣
勤	廿口丰力
摔	扌亠幺氵十
撈	扌火火冖扌力
蒸	艹㇕水一灬
凌	冫土八夂
辛	辛
旗	方𠂉其
妙	女小丿
始	女厶口
符	⺮亻寸
倫	亻人一冂艹
鋁	金口鬼
亭	亠口冖丁
吼	口子乚
云	二厶
研	石一艹
咪	口米
俗	亻八人口
爺	八乂耳阝
霧	雨又㇕亻夂力
珍	王人彡
卓	卜日十
韋	韋口㐄
歡	艹口口隹欠
嗨	口氵𠂉母
積	禾丰貝
捧	扌春工
鳴	口鳥
舔	舌一大忄
贊	牛儿牛儿貝
喃	口十冂半
簡	⺮門日
豔	丰丰山一口䒑土厶皿
愈	人一月刂心
溪	氵爪幺大
罰	四言刂
歪	不一止
晃	日小尤
斜	人禾冫十
預	又㇕丨頁
鄒	勹凵勹凵阝
尤	尤
洲	氵⺍川
乎	丿丷寸
湘	氵木目
罷	四厶月匕匕
軸	車由
妳	女⺈小
翔	羊习习
異	田廿八
隱	阝爪工彐心
枝	木十又
逸	之⺈口儿丶
哄	口廿八
餐	卜夕又食
顆	日木頁
鴨	甲鳥
染	氵九木
餅	食䒑艹
藝	艹土八土丸二厶
炮	火勹巳
桌	卜日木
芬	艹八刀
鴻	氵工鳥
攜	扌山隹冂八口
腎	臣又月
撲	扌业羊
萍	艹氵一丷十
晶	日日日
勾	勹厶
戒	戈艹
桂	木土土
朗	丶艮月
堵	土者
矣	厶矢
捐	扌口月
彎	言絲絲弓
薑	艹三田田
荷	艹亻丁口
畝	亠田⺈丶
棉	木白巾
私	禾厶
擊	車凵殳手
姜	羊女
貸	亻弋貝
傾	亻匕頁
鼓	士口䒑十又
霞	雨㇕卜㇕又
瞧	目隹灬
皇	白王
企	人止
互	一彑
沉	氵冖几
箭	⺮䒑月刂
柏	木白
騰	月半馬
焦	隹灬
潔	氵丰刀絲
盟	日月皿
延	廴丿止
柔	又㇕亻木
資	冫欠貝
粒	米立
嶺	山人之頁
盆	八刀皿
檢	木人一口口人人
護	言艹隹又
眉	尸目
傘	人人人人人十
碧	王白石
籍	⺮三小廿日
燙	氵日一勹彡火
瑪	王馬
刮	舌刂
勿	勹彡
坤	土申
汁	氵十
冊	冂艹
銘	金夕口
浴	氵八人口
翼	习习田廿八
哲	扌斤口
涵	氵㇕水凵
鈣	金一卜乚
菌	艹圍禾
敵	亠丷冂十口攵
桶	木又用
抹	扌一木
判	半刂
寵	宀龍
紋	絲文
弟	丷弓亻
傅	亻甫寸
衰	亠日𧘇
譯	言四土半
柯	木丁口
叔	上小又
肩	户月
